Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,88.18
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,25.36
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,2099.39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,9.17
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,74.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,10189.12
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,2000
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,1771
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,19.53
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,270
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,62.27
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,240.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,274.01
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,945.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,6224
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,1333.5
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,23863.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,9.25
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,21.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,280
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,1520
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,251.41
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,35.2
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,834.01
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,76.64
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,1445.01
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,13.73
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,95
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,402.3
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,181.3
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,50
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,140.97
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,-238.69
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,1144.39
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,16366.840000000006
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,-778.08
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,2309.62
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,15.22
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,36.66
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,165.82
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,10
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_175,15.94
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_178,5.48
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_178,4.55
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_178,565.6
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_178,15.41
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_178,500
Business services,Travel & entertainment,Airfares,International airfares,supplier_178,93.3
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,4.9
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,14.02
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,368.53
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,17055
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,2508
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,2491.3500000000004
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,20.76
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,123.2
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,558.89
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,3.27
Business services,Travel & entertainment,Ground transport,Car hire,supplier_178,12
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_178,375
Business services,Travel & entertainment,Ground transport,Other ground transportation,supplier_178,31.65
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,566.1
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,1077.6
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,2960
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,32.86
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,10
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,11.45
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,200.28
Business services,Travel & entertainment,Travel expenses,Meals & incidentals,supplier_178,138.29
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_190,334.27
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_190,297
Business services,Travel & entertainment,Accommodation,Domestic accommodation,supplier_190,9.85
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,3777.99
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,784
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,423.98
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,539
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,1081.82
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,46.22
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,21.76
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,130.91
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,5.45
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,21.95
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,21.82
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,1808
Business services,Travel & entertainment,Accommodation,International accommodation,supplier_190,120.64999999999999
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,204323.46
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,210
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,81.49000000000001
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,120
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,170.66
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,675.87
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,549
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,129.18
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,7637.65
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,5.68
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,46.15
Business services,Travel & entertainment,Airfares,Domestic airfares,supplier_190,10.15
Business services,Travel & entertainment,Airfares,International airfares,supplier_190,3.18
